Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent
TXN100765,USER1817,9072.91,Recharge,9,Android,Same City,0,2747,6,UPI PIN,0
TXN100766,USER1777,1264.3,Recharge,2,Android,Same City,0,2907,2,UPI PIN,0
TXN100767,USER3630,548.02,P2P,3,iOS,Different City,1,152,2,UPI PIN,0
TXN100768,USER4136,9.99,Bill Payment,9,Android,Same City,1,417,1,UPI PIN,0
TXN100769,USER4438,4241.07,Merchant,13,iOS,Same City,0,253,2,UPI PIN,0
TXN100770,USER4664,1541.92,Recharge,19,iOS,Same City,0,1626,3,Biometric,0
TXN100771,USER2552,9.65,Merchant,19,iOS,Different City,0,2330,2,UPI PIN,0
TXN100772,USER4997,2289.76,Recharge,15,Android,Same City,1,1816,3,UPI PIN,0
TXN100773,USER4903,1291.95,Bill Payment,4,Android,Same City,0,1514,6,UPI PIN,0
TXN100774,USER1557,1634.0,Bill Payment,7,Android,Same City,1,1264,3,UPI PIN,0
TXN100775,USER4410,3222.3,Bill Payment,9,Android,Same City,0,3730,1,Auto Debit,0
TXN100776,USER2937,769.44,Merchant,9,Android,Different State,0,185,0,UPI PIN,1
TXN100777,USER4536,684.58,P2P,9,Android,Same City,0,3968,5,UPI PIN,0
TXN100778,USER4087,151.37,Recharge,10,Android,Different State,0,921,2,UPI PIN,0
TXN100779,USER1480,119.52,Merchant,23,iOS,Different State,0,1429,4,Biometric,0
TXN100780,USER4911,760.85,Merchant,14,Android,Same City,0,2884,3,UPI PIN,0
TXN100781,USER4374,839.88,Merchant,12,Android,Same City,1,2808,1,UPI PIN,0
TXN100782,USER4219,653.17,Merchant,0,iOS,Same City,0,3547,3,UPI PIN,0
TXN100783,USER2450,4609.22,P2P,5,Android,Different City,0,1435,4,UPI PIN,0
TXN100784,USER2993,1195.47,Recharge,5,Android,Same City,1,1777,1,UPI PIN,0
TXN100785,USER3562,7349.95,Bill Payment,19,iOS,Different City,1,197,2,Biometric,0
TXN100786,USER3717,6997.89,Bill Payment,5,Android,Same City,0,609,4,UPI PIN,0
TXN100787,USER2812,3058.47,Bill Payment,10,Android,Different State,0,2254,8,UPI PIN,0
TXN100788,USER1907,66.76,Bill Payment,5,Android,Same City,0,1545,2,UPI PIN,0
TXN100789,USER4380,1656.85,Bill Payment,11,iOS,Same City,0,1750,0,UPI PIN,0
TXN100790,USER3776,38.17,P2P,6,Android,Same City,0,523,4,UPI PIN,0
TXN100791,USER3801,5085.73,Recharge,18,Android,Same City,0,543,1,UPI PIN,0
TXN100792,USER1760,344.03,Recharge,21,Android,Same City,0,1336,3,Biometric,0
TXN100793,USER3828,1655.24,Recharge,7,Android,Same City,1,2046,1,Biometric,0
TXN100794,USER1611,6095.28,P2P,14,Android,Different City,0,3867,5,UPI PIN,1
TXN100795,USER1090,519.43,Bill Payment,6,Android,Different City,0,1188,1,UPI PIN,0
TXN100796,USER4211,7055.01,Recharge,14,Android,Same City,0,2354,0,Auto Debit,1
TXN100797,USER2950,1778.79,P2P,23,iOS,Same City,0,890,6,UPI PIN,0
TXN100798,USER1357,2107.06,Bill Payment,23,iOS,Same City,0,2967,2,UPI PIN,0
TXN100799,USER3227,36.15,Merchant,14,Android,Different City,0,2403,4,UPI PIN,0
TXN100800,USER4840,4072.96,P2P,23,Android,Same City,1,1863,4,UPI PIN,0
TXN100801,USER2497,1771.74,P2P,21,iOS,Same City,2,254,1,UPI PIN,0
TXN100802,USER2605,1092.03,Merchant,22,iOS,Same City,0,2536,1,Biometric,0
TXN100803,USER3144,4803.33,P2P,5,iOS,Same City,0,3735,3,Biometric,0
TXN100804,USER2984,645.62,Recharge,5,iOS,Same City,0,721,3,UPI PIN,0
TXN100805,USER3217,1151.01,Recharge,9,iOS,Same City,1,3718,2,UPI PIN,1
TXN100806,USER3819,1641.06,Recharge,3,Web,Same City,0,1777,4,UPI PIN,1
TXN100807,USER1177,1142.14,Recharge,21,iOS,Same City,0,247,4,Auto Debit,0
TXN100808,USER3118,1237.99,Merchant,23,iOS,Same City,0,3535,3,Biometric,0
TXN100809,USER4066,1632.47,Bill Payment,5,Android,Same City,0,2081,8,UPI PIN,0
TXN100810,USER2995,4308.77,Merchant,22,iOS,Same City,0,2412,5,UPI PIN,0
TXN100811,USER2807,1166.71,Recharge,3,Android,Different State,0,3842,3,UPI PIN,1
TXN100812,USER2062,15020.47,Bill Payment,11,Android,Same City,0,171,5,UPI PIN,0
TXN100813,USER1795,3827.13,Merchant,8,Android,Same City,0,3874,3,UPI PIN,0
TXN100814,USER2073,7347.61,Recharge,13,Android,Same City,1,2204,5,UPI PIN,0
TXN100815,USER4066,603.41,Bill Payment,13,iOS,Same City,0,3150,6,UPI PIN,0
TXN100816,USER3741,2975.03,Merchant,7,Android,Same City,1,3251,2,Biometric,0
TXN100817,USER3984,4400.33,Recharge,6,iOS,Same City,0,1803,2,UPI PIN,0
TXN100818,USER1834,836.26,Merchant,23,iOS,Same City,0,1840,4,UPI PIN,0
TXN100819,USER4559,1318.78,Merchant,8,Web,Same City,0,1159,4,UPI PIN,0
TXN100820,USER4035,685.05,Recharge,18,Android,Same City,0,2317,2,UPI PIN,0
TXN100821,USER4141,200.21,Bill Payment,12,iOS,Different City,0,453,0,Biometric,0
TXN100822,USER1366,6139.27,Recharge,0,Android,Same City,0,1225,2,Biometric,0
TXN100823,USER2322,3809.53,Bill Payment,15,iOS,Same City,2,1474,2,UPI PIN,0
TXN100824,USER3125,206.13,Recharge,1,Android,Same City,0,2646,3,UPI PIN,0
TXN100825,USER3768,3491.76,Merchant,4,Android,Same City,1,1532,2,UPI PIN,0
TXN100826,USER4982,188.07,P2P,22,Android,Same City,0,2518,6,Biometric,0
TXN100827,USER2534,1008.44,Merchant,19,Android,Same City,0,3584,2,Auto Debit,0
TXN100828,USER1039,189.36,Merchant,5,Android,Same City,1,439,2,UPI PIN,0
TXN100829,USER2236,45.98,Bill Payment,5,Android,Different State,1,331,4,UPI PIN,1
TXN100830,USER3691,519.36,Merchant,4,Android,Same City,0,1313,6,UPI PIN,0
TXN100831,USER4504,235.99,Merchant,13,iOS,Different City,0,77,1,UPI PIN,0
TXN100832,USER4428,229.23,Recharge,0,Android,Same City,0,353,5,UPI PIN,0
TXN100833,USER2701,617.49,Merchant,21,Android,Same City,2,481,5,UPI PIN,0
TXN100834,USER4362,1505.45,P2P,1,iOS,Different City,1,3187,4,UPI PIN,1
TXN100835,USER2754,2134.64,P2P,10,Android,Same City,0,372,4,Biometric,0
TXN100836,USER4025,685.07,P2P,22,iOS,Same City,0,3717,4,UPI PIN,1
TXN100837,USER3614,2303.79,P2P,16,Web,Same City,2,204,6,UPI PIN,0
TXN100838,USER1316,4132.33,P2P,0,Android,Same City,0,1668,5,UPI PIN,0
TXN100839,USER2545,3251.81,P2P,8,Android,Same City,0,552,2,UPI PIN,0
TXN100840,USER2465,1258.78,Recharge,4,Android,Different State,1,1388,1,UPI PIN,0
TXN100841,USER2572,998.87,Bill Payment,5,Android,Different State,0,627,4,UPI PIN,0
TXN100842,USER4150,1419.78,Merchant,1,Android,Same City,0,2105,3,UPI PIN,1
TXN100843,USER4558,996.42,Merchant,13,Android,Same City,1,1899,1,UPI PIN,0
TXN100844,USER2971,1686.7,Merchant,18,Android,Same City,1,1780,1,UPI PIN,0
TXN100845,USER4194,977.35,P2P,5,Android,Same City,0,174,1,UPI PIN,1
TXN100846,USER3417,2164.46,P2P,15,Android,Same City,0,486,5,UPI PIN,0
TXN100847,USER2633,1734.25,Merchant,0,iOS,Same City,1,3596,4,UPI PIN,0
TXN100848,USER1084,2430.88,Merchant,3,iOS,Same City,0,3243,1,UPI PIN,0
TXN100849,USER4532,2427.58,P2P,9,Android,Different City,0,154,2,Biometric,0
TXN100850,USER4907,4195.62,Bill Payment,3,Web,Different State,0,3587,3,UPI PIN,0
TXN100851,USER3593,1286.34,P2P,21,Android,Same City,0,476,0,UPI PIN,0
TXN100852,USER4636,353.25,P2P,4,Android,Same City,1,232,1,Biometric,0
TXN100853,USER1640,3337.99,P2P,5,Android,Same City,0,2814,1,Biometric,0
TXN100854,USER1991,496.45,Recharge,5,Web,Same City,0,3933,5,UPI PIN,0
TXN100855,USER1161,1023.43,P2P,5,Android,Same City,0,95,4,UPI PIN,0
TXN100856,USER4195,6195.62,Merchant,2,iOS,Same City,0,1932,3,Biometric,1
TXN100857,USER3293,1846.8,P2P,16,iOS,Same City,0,2197,2,UPI PIN,0
TXN100858,USER2869,1668.94,Merchant,4,Android,Same City,1,247,6,UPI PIN,0
TXN100859,USER1774,1501.28,Recharge,17,iOS,Same City,0,1913,3,UPI PIN,0
TXN100860,USER4606,5869.46,Bill Payment,20,iOS,Same City,0,591,3,UPI PIN,0
TXN100861,USER3162,425.71,Bill Payment,3,Android,Same City,0,255,3,UPI PIN,0
TXN100862,USER1899,3730.12,Merchant,8,Android,Same City,1,2605,4,Auto Debit,1
TXN100863,USER4944,442.5,Recharge,6,Android,Same City,0,3631,5,Auto Debit,0
TXN100864,USER1207,1324.65,P2P,4,Android,Same City,0,3774,4,Biometric,0
TXN100865,USER1713,1452.59,Recharge,18,Android,Same City,1,311,0,Biometric,0
TXN100866,USER3784,186.63,Recharge,12,iOS,Same City,0,2167,1,UPI PIN,0
TXN100867,USER2734,1913.34,Recharge,14,iOS,Same City,0,2161,5,UPI PIN,1
TXN100868,USER3745,1978.31,Bill Payment,4,Android,Same City,0,1867,4,UPI PIN,0
TXN100869,USER4827,8045.46,Recharge,8,Android,Same City,0,1359,1,Auto Debit,0
TXN100870,USER1604,2334.52,Merchant,5,Android,Different State,0,341,4,UPI PIN,0
TXN100871,USER4181,677.66,Recharge,7,iOS,Same City,0,2808,3,Biometric,1
TXN100872,USER4433,3036.16,Recharge,15,iOS,Same City,1,3514,3,Biometric,1
TXN100873,USER3501,1113.34,Recharge,1,Android,Same City,1,3924,1,Biometric,0
TXN100874,USER1313,4366.94,Merchant,11,iOS,Same City,0,3907,5,Biometric,1
TXN100875,USER3159,2446.45,Merchant,14,iOS,Different City,0,1864,3,UPI PIN,1
TXN100876,USER3064,311.36,P2P,20,Android,Same City,0,3341,3,Biometric,0
TXN100877,USER2524,202.52,Merchant,2,Android,Same City,1,3862,0,UPI PIN,0
TXN100878,USER2939,1965.37,Bill Payment,18,Android,Same City,0,1072,2,UPI PIN,0
TXN100879,USER3861,144.91,Merchant,3,Android,Different City,1,1655,2,Auto Debit,1
TXN100880,USER3693,6129.39,Bill Payment,4,Android,Different State,0,3698,5,UPI PIN,0
TXN100881,USER2306,684.24,Bill Payment,17,Web,Same City,1,3288,4,UPI PIN,0
TXN100882,USER1189,793.73,Bill Payment,12,iOS,Different State,0,2792,1,UPI PIN,0
TXN100883,USER3129,2886.44,Recharge,3,iOS,Same City,0,1559,3,Biometric,0
TXN100884,USER3111,286.32,Recharge,11,Android,Same City,0,3742,5,UPI PIN,0
TXN100885,USER3993,822.69,Bill Payment,20,iOS,Different State,0,2213,3,UPI PIN,0
TXN100886,USER1089,4762.22,Bill Payment,14,Web,Same City,0,1869,2,UPI PIN,0
TXN100887,USER2667,1407.29,Bill Payment,2,iOS,Same City,0,1648,4,UPI PIN,0
TXN100888,USER4291,5952.1,Recharge,16,iOS,Same City,0,3230,4,UPI PIN,1
TXN100889,USER4783,1316.52,Bill Payment,14,Android,Different State,0,2338,7,Biometric,1
TXN100890,USER2975,505.52,P2P,23,Android,Same City,0,3349,3,Biometric,0
TXN100891,USER1765,4163.84,Bill Payment,8,Android,Same City,0,3089,5,UPI PIN,1
TXN100892,USER3084,961.7,Recharge,13,Android,Different City,0,3296,3,UPI PIN,0
TXN100893,USER1923,157.48,Recharge,19,iOS,Different State,1,887,1,UPI PIN,0
TXN100894,USER4617,4758.97,Recharge,11,iOS,Different State,1,1049,1,UPI PIN,0
TXN100895,USER4201,588.0,Bill Payment,18,Android,Same City,0,710,2,Biometric,0
TXN100896,USER4475,4323.41,Recharge,18,Android,Same City,0,3244,3,UPI PIN,0
TXN100897,USER1658,3344.4,Bill Payment,21,Android,Same City,0,302,3,UPI PIN,0
TXN100898,USER2789,10417.74,Merchant,15,iOS,Same City,0,145,3,UPI PIN,0
TXN100899,USER4327,1011.0,Merchant,0,Android,Same City,1,2535,3,UPI PIN,0
TXN100900,USER2689,581.03,Recharge,14,Android,Same City,0,2048,3,Auto Debit,0
TXN100901,USER4777,934.01,Recharge,12,Android,Same City,3,2667,2,UPI PIN,0
TXN100902,USER2549,1304.62,Bill Payment,19,Android,Different State,0,2596,1,UPI PIN,0
TXN100903,USER4914,1027.49,Merchant,16,Android,Same City,0,1594,3,UPI PIN,1
TXN100904,USER2684,1570.13,Merchant,12,Android,Same City,0,3298,4,UPI PIN,0
TXN100905,USER1085,152.87,Recharge,17,Android,Same City,1,1409,2,UPI PIN,1
TXN100906,USER1071,422.83,Merchant,5,Android,Same City,0,1231,1,UPI PIN,0
TXN100907,USER4179,2.82,Bill Payment,14,iOS,Same City,0,2849,6,UPI PIN,0
TXN100908,USER1664,224.31,P2P,9,Android,Same City,1,828,1,UPI PIN,0
TXN100909,USER3999,1817.02,Merchant,15,Android,Same City,0,3505,2,UPI PIN,1
TXN100910,USER1264,4783.68,Recharge,0,Android,Different State,1,2918,2,UPI PIN,1
TXN100911,USER1996,575.63,Bill Payment,11,Android,Different City,0,3692,3,UPI PIN,0
TXN100912,USER3936,2186.19,Recharge,7,Android,Different City,0,2463,5,UPI PIN,1
TXN100913,USER4434,2799.4,Recharge,17,iOS,Same City,0,1220,1,Biometric,1
TXN100914,USER2503,2630.1,P2P,21,Android,Same City,0,2113,3,UPI PIN,0
TXN100915,USER2317,840.98,Recharge,14,Android,Same City,0,2565,3,UPI PIN,0
TXN100916,USER2228,947.67,Bill Payment,17,Android,Same City,0,1788,4,Biometric,0
TXN100917,USER2242,1217.67,Bill Payment,6,Android,Same City,0,3307,2,Biometric,0
TXN100918,USER4840,1857.12,Bill Payment,15,iOS,Same City,0,1994,4,UPI PIN,0
TXN100919,USER1567,729.5,Bill Payment,4,iOS,Same City,1,2058,2,Biometric,0
TXN100920,USER3699,4782.9,Merchant,17,Android,Same City,0,3083,6,UPI PIN,1
TXN100921,USER3675,6345.45,P2P,22,iOS,Same City,0,3203,5,UPI PIN,0
TXN100922,USER3102,2238.24,Recharge,8,Android,Different State,0,2318,0,UPI PIN,1
TXN100923,USER4565,2734.0,Bill Payment,7,iOS,Different City,0,523,2,UPI PIN,1
TXN100924,USER4239,1534.39,P2P,7,Android,Same City,1,1745,2,UPI PIN,1
TXN100925,USER3880,948.15,Bill Payment,22,Android,Same City,0,2609,4,Biometric,0
TXN100926,USER3242,995.03,Merchant,7,iOS,Same City,2,3434,0,Biometric,0
TXN100927,USER3681,3138.02,Bill Payment,5,iOS,Different City,0,2218,4,Biometric,0
TXN100928,USER2263,54.17,Merchant,13,iOS,Same City,0,3156,4,UPI PIN,0
TXN100929,USER4142,3928.79,P2P,22,Android,Same City,0,1855,1,UPI PIN,0
TXN100930,USER2135,2713.59,Recharge,6,Android,Different City,0,3130,3,UPI PIN,0
TXN100931,USER1058,3605.15,Merchant,14,Android,Different State,0,3623,4,UPI PIN,1
TXN100932,USER2850,2787.43,Merchant,4,Android,Same City,0,3825,4,Auto Debit,0
TXN100933,USER1278,383.65,Merchant,14,Android,Same City,0,3282,3,UPI PIN,0
TXN100934,USER4757,920.05,Bill Payment,7,Android,Same City,1,3812,2,UPI PIN,0
TXN100935,USER4385,1852.73,Merchant,5,Android,Same City,0,755,2,UPI PIN,0
TXN100936,USER3770,193.39,Merchant,10,iOS,Different State,0,2354,0,Auto Debit,0
TXN100937,USER2423,616.53,Bill Payment,5,Android,Same City,0,3065,5,Biometric,0
TXN100938,USER3108,2365.9,Bill Payment,17,iOS,Same City,0,2577,5,UPI PIN,1
TXN100939,USER1955,3147.63,Bill Payment,15,iOS,Same City,0,2533,1,UPI PIN,0
TXN100940,USER3255,373.89,Recharge,17,Web,Same City,1,3410,7,Biometric,0
TXN100941,USER4674,81.63,Merchant,15,iOS,Same City,1,970,2,UPI PIN,0
TXN100942,USER1745,46.14,Merchant,19,iOS,Same City,0,1769,3,UPI PIN,0
TXN100943,USER4495,3102.8,Recharge,14,Android,Same City,1,616,1,UPI PIN,0
TXN100944,USER3290,219.31,P2P,7,Android,Same City,0,3551,2,Biometric,0
TXN100945,USER1764,1070.14,Bill Payment,14,iOS,Different City,0,1314,6,UPI PIN,0
TXN100946,USER4063,188.48,Merchant,3,Android,Same City,1,140,1,UPI PIN,0
TXN100947,USER1191,5485.67,Bill Payment,6,Android,Same City,0,3633,5,Biometric,1
TXN100948,USER1938,4580.0,P2P,17,Web,Different City,0,2340,3,UPI PIN,0
TXN100949,USER3172,81.99,Merchant,15,Web,Same City,0,2395,1,Biometric,0
TXN100950,USER3061,369.56,Recharge,8,Android,Different State,1,2996,4,UPI PIN,0
TXN100951,USER3023,639.77,Merchant,5,iOS,Different City,0,3716,3,Biometric,0
TXN100952,USER2415,5106.81,P2P,22,Android,Same City,0,3704,3,Auto Debit,1
TXN100953,USER4242,2509.63,Recharge,14,Android,Same City,0,2924,3,Auto Debit,1
TXN100954,USER2800,342.36,P2P,7,Android,Same City,0,2062,4,UPI PIN,0
TXN100955,USER3020,1215.71,P2P,5,Android,Same City,0,3496,4,Biometric,0
TXN100956,USER4301,750.44,Bill Payment,23,Android,Different State,0,686,0,Auto Debit,1
TXN100957,USER1554,2318.8,P2P,7,iOS,Same City,0,715,2,UPI PIN,0
TXN100958,USER4755,9273.69,P2P,15,Android,Same City,1,2059,6,UPI PIN,1
TXN100959,USER3833,1763.84,Recharge,9,iOS,Same City,0,1167,3,UPI PIN,0
TXN100960,USER1391,4748.61,Recharge,10,Android,Same City,2,2601,3,UPI PIN,1
TXN100961,USER3009,1337.36,P2P,22,Android,Different City,0,3312,2,Biometric,0
TXN100962,USER1077,1507.8,Bill Payment,16,iOS,Same City,0,1953,4,UPI PIN,1
TXN100963,USER3052,2924.51,Recharge,18,Android,Same City,0,3971,1,UPI PIN,0
TXN100964,USER1876,130.43,Merchant,18,Android,Same City,1,2609,3,UPI PIN,0
TXN100965,USER3857,2103.6,P2P,16,Android,Different City,0,2775,4,UPI PIN,0
TXN100966,USER3667,277.24,Recharge,4,Android,Same City,0,1590,5,UPI PIN,0
TXN100967,USER1190,8952.23,Bill Payment,20,Android,Same City,0,1448,4,UPI PIN,0
TXN100968,USER1630,439.18,Merchant,2,Android,Same City,0,357,0,Biometric,0
TXN100969,USER1360,2052.5,Recharge,17,iOS,Same City,1,86,2,Biometric,1
TXN100970,USER2214,1031.88,Merchant,2,Android,Different City,1,2771,2,UPI PIN,0
TXN100971,USER2458,3198.09,Recharge,13,Android,Different State,1,625,2,Biometric,0
TXN100972,USER3853,898.03,Recharge,23,Android,Different City,0,2223,3,UPI PIN,0
TXN100973,USER3029,1141.0,P2P,6,Android,Same City,0,457,6,UPI PIN,0
TXN100974,USER4576,1815.29,Recharge,12,Android,Same City,0,2084,4,UPI PIN,1
TXN100975,USER2877,40.15,Merchant,11,Android,Different City,0,1285,0,Biometric,1
TXN100976,USER2357,823.89,Merchant,12,Android,Different State,0,2975,3,UPI PIN,0
TXN100977,USER1723,74.62,Recharge,17,Android,Same City,0,552,4,UPI PIN,0
TXN100978,USER3255,840.45,Bill Payment,17,iOS,Different City,1,2124,4,UPI PIN,0
TXN100979,USER2204,685.33,P2P,6,Web,Same City,0,3835,6,UPI PIN,0
TXN100980,USER2000,1325.32,P2P,7,Android,Same City,0,869,7,Biometric,1
TXN100981,USER3467,948.57,Bill Payment,14,iOS,Same City,0,1834,4,UPI PIN,0
TXN100982,USER1655,2595.91,P2P,19,iOS,Same City,2,1561,3,Biometric,0
TXN100983,USER1282,119.19,Bill Payment,5,Android,Different City,0,392,6,Auto Debit,1
TXN100984,USER1681,3740.77,Recharge,7,Android,Different State,0,1166,2,UPI PIN,0
TXN100985,USER2939,850.36,Bill Payment,17,Android,Same City,0,168,2,UPI PIN,0
TXN100986,USER4687,1246.56,P2P,0,Android,Same City,1,1718,3,UPI PIN,0
TXN100987,USER1724,89.56,Bill Payment,15,Android,Different City,0,2344,1,Auto Debit,0
TXN100988,USER2639,2109.33,Recharge,8,Android,Same City,0,3389,1,UPI PIN,1
TXN100989,USER2993,3762.86,Recharge,5,Android,Same City,0,1104,3,Biometric,1
TXN100990,USER2540,1741.71,Merchant,15,Android,Same City,0,2483,8,UPI PIN,1
TXN100991,USER3085,4963.72,Bill Payment,14,Android,Same City,0,3292,3,Biometric,1
TXN100992,USER3083,276.74,P2P,6,iOS,Same City,0,3850,4,UPI PIN,0
TXN100993,USER3508,487.69,Recharge,4,Android,Same City,1,2979,2,Biometric,0
TXN100994,USER4695,118.22,Merchant,15,Android,Same City,0,379,1,UPI PIN,0
TXN100995,USER1633,1647.7,Bill Payment,15,Android,Same City,0,51,10,UPI PIN,1
TXN100996,USER2450,4226.3,Bill Payment,21,Android,Same City,0,375,0,UPI PIN,1
TXN100997,USER2940,1123.3,Bill Payment,6,iOS,Same City,0,647,0,Auto Debit,1
TXN100998,USER3043,7816.98,Merchant,12,iOS,Different City,0,3039,0,UPI PIN,0
TXN100999,USER4747,1277.28,Bill Payment,19,Android,Same City,0,3092,2,UPI PIN,0
TXN101000,USER1429,239.26,P2P,21,Android,Same City,0,2309,1,UPI PIN,0
TXN101001,USER3150,2562.83,Bill Payment,10,Android,Same City,1,106,3,UPI PIN,1
TXN101002,USER4695,1395.35,Bill Payment,20,Android,Same City,0,2344,1,UPI PIN,1
TXN101003,USER1136,87.16,Merchant,4,Android,Same City,0,1596,2,UPI PIN,0
TXN101004,USER4136,145.09,Recharge,20,Android,Same City,0,3774,1,Biometric,0
TXN101005,USER1743,2364.02,P2P,5,Android,Same City,0,2889,2,UPI PIN,0
TXN101006,USER2872,7645.84,Recharge,3,Android,Same City,0,2582,3,UPI PIN,1
TXN101007,USER3470,1084.25,Merchant,22,Android,Same City,0,3876,6,Biometric,1
TXN101008,USER1054,7650.3,Bill Payment,16,Web,Same City,0,2370,2,UPI PIN,0
TXN101009,USER2327,2371.35,Recharge,9,Android,Same City,0,325,1,UPI PIN,0
TXN101010,USER3922,2210.96,Recharge,21,Android,Same City,2,1931,2,Biometric,1
TXN101011,USER4194,4268.59,Recharge,16,iOS,Different City,0,2552,2,UPI PIN,0
TXN101012,USER1195,649.35,Merchant,23,Android,Same City,0,3937,3,UPI PIN,0
TXN101013,USER1638,2328.06,Recharge,19,Android,Same City,0,3229,0,UPI PIN,0
TXN101014,USER1182,1637.85,P2P,22,Android,Same City,0,3974,1,UPI PIN,0
TXN101015,USER2395,98.39,Merchant,20,Android,Different City,0,3032,5,Biometric,1
TXN101016,USER3569,1818.0,Merchant,2,Android,Same City,0,3325,3,Biometric,0
TXN101017,USER2791,778.65,Bill Payment,19,iOS,Same City,1,1225,3,UPI PIN,0
TXN101018,USER1327,716.76,Recharge,15,Android,Same City,0,3082,3,UPI PIN,0
TXN101019,USER3096,1906.13,Merchant,11,Android,Same City,0,463,2,UPI PIN,0
TXN101020,USER4480,3338.42,P2P,17,Android,Same City,0,2310,3,UPI PIN,1
TXN101021,USER2271,3511.87,Recharge,12,iOS,Same City,0,1476,3,UPI PIN,1
TXN101022,USER3908,7717.74,Merchant,13,Android,Same City,0,2383,3,Biometric,0
TXN101023,USER3000,2833.25,Merchant,5,Android,Same City,0,3971,3,Auto Debit,0
TXN101024,USER2061,675.03,Recharge,19,Android,Same City,2,3176,6,UPI PIN,0
TXN101025,USER4239,1454.67,Merchant,22,iOS,Same City,0,2316,1,Auto Debit,0
TXN101026,USER3049,1339.2,Recharge,8,Android,Same City,0,1262,3,UPI PIN,1
TXN101027,USER3691,8900.03,Bill Payment,2,Android,Different City,0,2343,4,Biometric,0
TXN101028,USER3474,2576.87,Bill Payment,9,Android,Same City,0,2342,0,UPI PIN,0
TXN101029,USER2608,2277.54,P2P,19,iOS,Same City,0,1993,4,Biometric,0
TXN101030,USER1047,1189.18,Bill Payment,13,Android,Different City,0,2344,3,UPI PIN,0
TXN101031,USER1770,1001.77,Merchant,0,Android,Same City,1,677,4,Auto Debit,0
TXN101032,USER4141,570.99,Bill Payment,16,Android,Same City,0,3483,4,UPI PIN,0
TXN101033,USER2073,3128.13,P2P,21,Android,Same City,0,3906,4,UPI PIN,0
TXN101034,USER1390,2174.27,Merchant,18,iOS,Same City,0,2445,4,UPI PIN,0
TXN101035,USER3310,215.27,Merchant,6,Web,Different City,1,132,2,UPI PIN,0
TXN101036,USER1178,7108.99,Bill Payment,23,Android,Same City,0,1087,1,Biometric,1
TXN101037,USER3753,518.55,P2P,17,Android,Same City,0,2830,3,UPI PIN,0
TXN101038,USER3754,1025.43,Recharge,22,Android,Different City,0,2126,4,Biometric,0
TXN101039,USER1361,7939.2,Merchant,11,Android,Different State,0,904,2,UPI PIN,0
TXN101040,USER2778,1705.95,Merchant,10,Android,Same City,1,1052,5,Auto Debit,1
TXN101041,USER3353,1517.8,Merchant,3,Web,Same City,0,2092,6,UPI PIN,1
TXN101042,USER3056,192.18,Merchant,4,Web,Different State,0,792,1,Biometric,0
TXN101043,USER1570,3235.29,Recharge,17,Android,Same City,0,2092,1,Biometric,1
TXN101044,USER1679,1126.34,P2P,5,Android,Same City,0,2957,0,Biometric,0
TXN101045,USER2395,1261.5,Recharge,12,Android,Same City,0,3101,2,UPI PIN,1
TXN101046,USER2230,540.02,Merchant,15,Android,Same City,0,1669,4,UPI PIN,1
TXN101047,USER4169,1022.35,Bill Payment,14,Android,Different City,0,1606,6,UPI PIN,0
TXN101048,USER4043,4395.37,P2P,22,Web,Different City,1,2454,3,Auto Debit,0
TXN101049,USER2465,1836.63,Recharge,10,Android,Same City,0,2495,1,Biometric,0
TXN101050,USER1834,1977.41,P2P,16,iOS,Same City,0,151,3,Biometric,0
TXN101051,USER3657,1909.24,Merchant,13,Android,Different City,1,2839,1,UPI PIN,1
TXN101052,USER1359,18.22,P2P,1,iOS,Different City,2,3642,4,UPI PIN,0
TXN101053,USER1533,1826.73,Recharge,1,iOS,Same City,0,1072,4,UPI PIN,0
TXN101054,USER4470,506.42,P2P,11,Android,Same City,0,1093,1,UPI PIN,0
TXN101055,USER3316,1238.86,P2P,20,iOS,Different City,0,2614,2,UPI PIN,0
TXN101056,USER4177,285.93,Merchant,15,Android,Same City,0,3747,7,UPI PIN,0
TXN101057,USER1202,4484.55,Bill Payment,0,Android,Same City,0,1893,2,UPI PIN,0
TXN101058,USER3617,1028.96,Bill Payment,21,Android,Different City,0,3368,3,UPI PIN,0
TXN101059,USER4243,1496.57,Recharge,15,Android,Same City,0,3916,1,UPI PIN,1
TXN101060,USER2179,354.06,P2P,2,Android,Same City,0,3392,6,Biometric,0
TXN101061,USER1143,2.03,Merchant,18,Web,Same City,0,555,3,UPI PIN,0
TXN101062,USER4559,2077.52,Bill Payment,22,Android,Same City,0,3906,6,UPI PIN,0
TXN101063,USER3670,933.71,Merchant,4,Android,Different City,0,2293,2,UPI PIN,0
TXN101064,USER2692,922.3,Recharge,23,Android,Same City,1,596,4,UPI PIN,0
TXN101065,USER3341,489.24,Bill Payment,2,Android,Same City,0,3659,0,UPI PIN,0
TXN101066,USER2468,2051.23,P2P,8,Web,Same City,1,1020,1,UPI PIN,1
TXN101067,USER1005,1221.88,Recharge,10,Android,Same City,0,2519,5,UPI PIN,0
TXN101068,USER1883,2859.0,P2P,23,Android,Different City,1,306,3,UPI PIN,0
TXN101069,USER4617,2708.54,Recharge,22,Android,Same City,0,282,2,UPI PIN,0
